Sample.name,Sample_ID,nm,FF,Freezing.temperature,Particle.ratio,nM_corrected,Control,Filtered,Dilution.factor,Location,Size,Sample
S2_b02_10000x,S2_b02,17416688.88,0.73,-17.86,1.0,17416688.88,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,3114864.63,0.21,-10.94,1.0,3114864.63,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,2101719.2,0.15,-10.65,1.0,2101719.2,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,1160151.64,0.08,-10.32,1.0,1160151.64,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,860513.62,0.06,-10.26,1.0,860513.62,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,9809423.84,0.52,-12.92,1.0,9809423.84,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,27725887.22,0.88,-24.9,1.0,27725887.22,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,6266715.06,0.38,-11.87,1.0,6266715.06,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,51616015.61,0.98,-27.8,1.0,51616015.61,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,280712.08,0.02,-9.09,1.0,280712.08,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,11672916.39,0.58,-13.81,1.0,11672916.39,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,7671521.93,0.44,-12.22,1.0,7671521.93,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,12356827.2,0.6,-13.9,1.0,12356827.2,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,30156840.89,0.9,-25.45,1.0,30156840.89,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,42374050.0,0.96,-26.85,1.0,42374050.0,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,36967849.63,0.94,-26.08,1.0,36967849.63,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,23890125.99,0.83,-24.16,1.0,23890125.99,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,15508677.46,0.69,-16.65,1.0,15508677.46,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,13077723.37,0.63,-14.04,1.0,13077723.37,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,2768524.86,0.19,-10.82,1.0,2768524.86,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,,,,1.0,,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,2430954.14,0.17,-10.69,1.0,2430954.14,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,10402114.2,0.54,-13.64,1.0,10402114.2,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,13839835.43,0.65,-15.12,1.0,13839835.43,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,567461.57,0.04,-10.13,1.0,567461.57,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,5406201.37,0.33,-11.43,1.0,5406201.37,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,22319685.78,0.81,-24.03,1.0,22319685.78,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,8697669.23,0.48,-12.58,1.0,8697669.23,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,1466678.65,0.1,-10.36,1.0,1466678.65,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,5829517.49,0.35,-11.79,1.0,5829517.49,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,16428582.26,0.71,-17.35,1.0,16428582.26,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,19644076.31,0.77,-20.51,1.0,19644076.31,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,1780418.57,0.13,-10.57,1.0,1780418.57,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,33132089.2,0.92,-25.53,1.0,33132089.2,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,14648163.98,0.67,-15.23,1.0,14648163.98,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,4995912.66,0.31,-11.37,1.0,4995912.66,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,25670545.13,0.85,-24.55,1.0,25670545.13,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,18483924.81,0.75,-18.11,1.0,18483924.81,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,3835760.97,0.25,-11.02,1.0,3835760.97,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,7186620.09,0.42,-11.92,1.0,7186620.09,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,3470441.37,0.23,-10.94,1.0,3470441.37,No,,10000.0,Site2,b_02_m,S2
S2_b02_10000x,S2_b02,9241962.41,0.5,-12.84,1.0,9241962.41,No,,10000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,5674615.72,0.04,-12.07,1.0,5674615.72,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,54062013.75,0.33,-26.02,1.0,54062013.75,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,209148791.19,0.79,-28.82,1.0,209148791.19,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,38357609.66,0.25,-24.0,1.0,38357609.66,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,277258872.22,0.88,-29.62,1.0,277258872.22,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,116729163.91,0.58,-27.55,1.0,116729163.91,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,196440763.14,0.77,-28.51,1.0,196440763.14,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,223196857.81,0.81,-29.17,1.0,223196857.81,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,58295174.88,0.35,-26.25,1.0,58295174.88,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,516160156.12,0.98,-30.79,1.0,516160156.12,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,146481639.82,0.67,-28.11,1.0,146481639.82,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,81747262.23,0.46,-26.82,1.0,81747262.23,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,155086774.64,0.69,-28.13,1.0,155086774.64,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,76715219.32,0.44,-26.81,1.0,76715219.32,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,31148646.26,0.21,-22.9,1.0,31148646.26,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,98094238.4,0.52,-27.35,1.0,98094238.4,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,110223809.76,0.56,-27.47,1.0,110223809.76,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,301568408.86,0.9,-30.04,1.0,301568408.86,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,369678496.3,0.94,-30.27,1.0,369678496.3,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,67187356.72,0.4,-26.66,1.0,67187356.72,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,62667150.57,0.38,-26.57,1.0,62667150.57,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,21017192.04,0.15,-20.16,1.0,21017192.04,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,42113725.98,0.27,-24.0,1.0,42113725.98,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,123568272.02,0.6,-27.66,1.0,123568272.02,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,423740500.05,0.96,-30.54,1.0,423740500.05,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,24309541.44,0.17,-21.49,1.0,24309541.44,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,8605136.15,0.06,-13.74,1.0,8605136.15,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,27685248.64,0.19,-21.63,1.0,27685248.64,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,71866200.86,0.42,-26.71,1.0,71866200.86,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,184839248.15,0.75,-28.37,1.0,184839248.15,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,11601516.45,0.08,-14.18,1.0,11601516.45,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,104021141.98,0.54,-27.46,1.0,104021141.98,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,14666786.52,0.1,-15.1,1.0,14666786.52,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,2807120.77,0.02,-10.92,1.0,2807120.77,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,86976692.33,0.48,-27.12,1.0,86976692.33,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,17804185.68,0.13,-16.69,1.0,17804185.68,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,34704413.68,0.23,-22.96,1.0,34704413.68,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,,,,1.0,,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,331320891.97,0.92,-30.1,1.0,331320891.97,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,138398354.33,0.65,-27.92,1.0,138398354.33,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,238901259.9,0.83,-29.31,1.0,238901259.9,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,174166888.77,0.73,-28.22,1.0,174166888.77,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,92419624.07,0.5,-27.18,1.0,92419624.07,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,130777233.73,0.63,-27.73,1.0,130777233.73,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,256705451.29,0.85,-29.58,1.0,256705451.29,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,164285822.65,0.71,-28.17,1.0,164285822.65,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,49959126.59,0.31,-25.26,1.0,49959126.59,No,,100000.0,Site2,b_02_m,S2
S2_b02_100000x,S2_b02,45978732.13,0.29,-25.12,1.0,45978732.13,No,,100000.0,Site2,b_02_m,S2
Milliq_S3_b5,Milliq_S3_b5,604.63,0.36,-24.14,1.0,604.63,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,146.67,0.1,-19.61,1.0,146.67,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,540.62,0.33,-23.68,1.0,540.62,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1596.07,0.7,-26.88,1.0,1596.07,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1507.15,0.68,-26.7,1.0,1507.15,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,13.96,0.01,-13.15,1.0,13.96,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1040.21,0.54,-25.7,1.0,1040.21,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,311.49,0.21,-21.88,1.0,311.49,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,210.17,0.15,-20.3,1.0,210.17,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2772.59,0.88,-28.64,1.0,2772.59,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,440.32,0.28,-22.65,1.0,440.32,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,294.06,0.2,-21.14,1.0,294.06,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,718.66,0.42,-24.63,1.0,718.66,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2389.01,0.83,-27.89,1.0,2389.01,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,896.7,0.49,-25.47,1.0,896.7,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,56.75,0.04,-17.0,1.0,56.75,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,561.62,0.34,-23.9,1.0,561.62,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,3696.78,0.94,-29.62,1.0,3696.78,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1642.86,0.71,-27.06,1.0,1642.86,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1423.79,0.66,-26.64,1.0,1423.79,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,3491.25,0.93,-29.13,1.0,3491.25,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1102.24,0.56,-25.79,1.0,1102.24,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1134.37,0.57,-25.94,1.0,1134.37,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,817.47,0.46,-24.95,1.0,817.47,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,626.67,0.38,-24.15,1.0,626.67,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,3156.16,0.91,-28.86,1.0,3156.16,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2888.6,0.89,-28.67,1.0,2888.6,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1383.98,0.65,-26.55,1.0,1383.98,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,980.94,0.52,-25.64,1.0,980.94,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,952.27,0.51,-25.55,1.0,952.27,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,4620.98,0.97,-30.17,1.0,4620.98,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2159.88,0.8,-27.45,1.0,2159.88,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2475.06,0.84,-28.09,1.0,2475.06,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1464.82,0.67,-26.66,1.0,1464.82,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1905.14,0.76,-27.13,1.0,1905.14,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1010.25,0.53,-25.66,1.0,1010.25,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,5161.6,0.98,-30.72,1.0,5161.6,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1167.29,0.58,-26.04,1.0,1167.29,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,178.04,0.13,-19.92,1.0,178.04,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,479.54,0.3,-23.15,1.0,479.54,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1345.33,0.64,-26.53,1.0,1345.33,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1691.35,0.72,-27.07,1.0,1691.35,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1964.41,0.77,-27.21,1.0,1964.41,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,499.59,0.31,-23.22,1.0,499.59,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,421.14,0.27,-22.54,1.0,421.14,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2665.87,0.86,-28.51,1.0,2665.87,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,329.15,0.22,-21.9,1.0,329.15,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1235.68,0.6,-26.4,1.0,1235.68,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,671.87,0.4,-24.43,1.0,671.87,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,519.95,0.32,-23.47,1.0,519.95,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,226.53,0.16,-20.41,1.0,226.53,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,3313.21,0.92,-28.94,1.0,3313.21,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2308.18,0.82,-27.76,1.0,2308.18,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,6085.8,0.99,-31.07,1.0,6085.8,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,459.79,0.29,-22.82,1.0,459.79,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,,,,1.0,,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,4237.41,0.96,-29.95,1.0,4237.41,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1201.05,0.59,-26.08,1.0,1201.05,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1741.67,0.73,-27.1,1.0,1741.67,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,28.07,0.02,-16.28,1.0,28.07,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,131.25,0.09,-19.56,1.0,131.25,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,259.87,0.18,-20.52,1.0,259.87,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1070.86,0.55,-25.71,1.0,1070.86,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,162.26,0.11,-19.84,1.0,162.26,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,100.95,0.07,-18.45,1.0,100.95,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,3015.68,0.9,-28.75,1.0,3015.68,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,3939.88,0.95,-29.94,1.0,3939.88,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1848.39,0.75,-27.12,1.0,1848.39,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,402.22,0.26,-22.46,1.0,402.22,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,42.33,0.03,-16.97,1.0,42.33,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,365.18,0.24,-22.13,1.0,365.18,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1271.24,0.61,-26.42,1.0,1271.24,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,71.32,0.05,-18.32,1.0,71.32,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,742.69,0.43,-24.64,1.0,742.69,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,194.01,0.14,-20.2,1.0,194.01,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,695.06,0.41,-24.56,1.0,695.06,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,649.08,0.39,-24.37,1.0,649.08,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,276.85,0.19,-20.6,1.0,276.85,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,582.95,0.35,-23.94,1.0,582.95,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,869.77,0.48,-25.45,1.0,869.77,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2231.97,0.81,-27.5,1.0,2231.97,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2567.05,0.85,-28.32,1.0,2567.05,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,843.36,0.47,-25.09,1.0,843.36,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,924.2,0.5,-25.55,1.0,924.2,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,116.02,0.08,-18.91,1.0,116.02,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,243.1,0.17,-20.48,1.0,243.1,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1307.77,0.63,-26.52,1.0,1307.77,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,383.58,0.25,-22.14,1.0,383.58,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2091.49,0.79,-27.44,1.0,2091.49,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,767.15,0.44,-24.66,1.0,767.15,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,86.05,0.06,-18.38,1.0,86.05,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,2026.43,0.78,-27.22,1.0,2026.43,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,347.04,0.23,-22.04,1.0,347.04,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,792.08,0.45,-24.75,1.0,792.08,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1793.96,0.74,-27.11,1.0,1793.96,Yes,Yes,1.0,Site3,b_5_m,S3
Milliq_S3_b5,Milliq_S3_b5,1550.87,0.69,-26.7,1.0,1550.87,Yes,Yes,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,421.14,0.27,-7.33,1.0,421.14,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,869.77,0.48,-7.68,1.0,869.77,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,2389.01,0.83,-8.35,1.0,2389.01,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,3696.78,0.94,-8.61,1.0,3696.78,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,1464.82,0.67,-8.11,1.0,1464.82,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,3313.21,0.92,-8.51,1.0,3313.21,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,1741.67,0.73,-8.19,1.0,1741.67,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,,,,1.0,,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,1307.77,0.63,-7.97,1.0,1307.77,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,1964.41,0.77,-8.21,1.0,1964.41,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,1235.68,0.6,-7.91,1.0,1235.68,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,1167.29,0.58,-7.87,1.0,1167.29,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,1383.98,0.65,-8.07,1.0,1383.98,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,210.17,0.15,-7.13,1.0,210.17,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,243.1,0.17,-7.19,1.0,243.1,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,56.75,0.04,-6.25,1.0,56.75,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,276.85,0.19,-7.27,1.0,276.85,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,146.67,0.1,-6.96,1.0,146.67,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,1550.87,0.69,-8.12,1.0,1550.87,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,2567.05,0.85,-8.37,1.0,2567.05,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,817.47,0.46,-7.65,1.0,817.47,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,671.87,0.4,-7.59,1.0,671.87,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,718.66,0.42,-7.6,1.0,718.66,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,499.59,0.31,-7.5,1.0,499.59,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,5161.6,0.98,-8.93,1.0,5161.6,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,2231.97,0.81,-8.34,1.0,2231.97,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,311.49,0.21,-7.27,1.0,311.49,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,924.2,0.5,-7.69,1.0,924.2,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,459.79,0.29,-7.46,1.0,459.79,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,347.04,0.23,-7.28,1.0,347.04,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,383.58,0.25,-7.29,1.0,383.58,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,86.05,0.06,-6.43,1.0,86.05,No,,1.0,Site3,b_5_m,S3
S3_b5,S3_b5,28.07,0.02,-6.16,1.0,28.07,No,,1.0,Site3,b_5_m,S3
